id,sentences
368,A man in a green shirt and green hat is holding a large knife.
369,A man in a green shirt and green hat is holding a large knife. He starts cutting a piece of wood with the knife.
370,A small toddler is in the bathroom brushing his teeth.
371,"As he frantically brushes, a woman comes to assist him as he points to different things on the counter."
372,"As he frantically brushes, a woman comes to assist him as he points to different things on the counter. The young boy keeps brushing and then they end up switching tooth brushes."
373,"The young boy keeps brushing and then they end up switching tooth brushes. Eventually, the woman puts toothpaste on the brush and the boy cleans his teeth."
374,"Eventually, the woman puts toothpaste on the brush and the boy cleans his teeth. Once he is done, he is given a bar of soap and has to wash hands."
375,A young man is talking the the camera. The man stands with a stick in his hand.
376,"He then holds up a small silver piece and begins sticking it into the chain of the bike. Next, he takes a black utensil, moves the pedals around and takes the chain completely off."
377,The little girl went out of the room. The boy get the bottle under the bed and is holding it and then drink it.
378,A group of tall trees is surrounded by water. We see the vast ocean water around us.
379,A man is seen pulling shades off of a window and removing the bars around the sides.
380,The vegetables are places in a processor and pureed into a bowl. The mix is blended and put on the table to be served on the tortillas.
381,A man shoots an arrow with his bow.
382,"He grabs another arrow and shoots again. Once more, he shoots an arrow. He finds another arrow and shoots."
383,He finds another arrow and shoots. He takes another shot of an arrow. Another arrow is grabbed and he shoots.
384,He takes another shot of an arrow. Another arrow is grabbed and he shoots. He takes another one and shoots it.
385,Another arrow is grabbed and he shoots. He takes another one and shoots it. He grabs another arrow from his waist and shoots again.
386,He takes another one and shoots it. He grabs another arrow from his waist and shoots again. He shoots an arrow once more.
387,He grabs another arrow from his waist and shoots again. He shoots an arrow once more. He grabs a final arrow and shoots.
388,A dog is seen laying comfortably in a large bowl with a man beside him.
389,Two men are seen speaking to the camera when another walks into frame laughing and walks away. The men continue speaking then lead into an arm wrestling match between the two.
390,A woman is seen sitting on sand next to a girl.
391,A helmet camera is put on and then a man goes skateboarding. He zooms through the city and goes on a highway.
392,An intro comes onto the screen giving information for a percussion company.
393,A man begins to play a set of drums with the camera showing him from several different angles.
394,A person is seen standing in the middle of a gym holding a tennis racket. The person then begins hitting a birdie across the gym.
